id,sku,qty
z04220,s1720,9
z04221,s1721,1
z04222,s1722,2
z04223,s1723,3
z04224,s1724,4
z04225,s1725,5
z04226,s1726,6
z04227,s1727,7
z04228,s1728,8
z04229,s1729,9
z04230,s1730,1
z04231,s1731,2
z04232,s1732,3
z04233,nope,4
z04234,s1734,5
z04235,s1735,6
z04236,s1736,7
z04237,s1737,8
z04238,s1738,9
z04239,s1739,1
z04240,s1740,2
z04241,s1741,3
z04242,s1742,4
z04243,s1743,5
z04244,s1744,6
z04245,s1745,7
z04246,s1746,8
z04247,s1747,9
z04248,s1748,1
z04249,s1749,2
z04250,nope,3
z04251,s1751,4
z04252,s1752,5
z04253,s1753,6
z04254,s1754,7
z04255,s1755,8
z04256,s1756,9
z04257,s1757,1
z04258,s1758,2
z04259,s1759,3
z04260,s1760,4
z04261,s1761,5
z04262,s1762,6
z04263,s1763,7
z04264,s1764,8
z04265,s1765,9
z04266,s1766,1
z04267,nope,2
z04268,s1768,3
z04269,s1769,4
z04270,s1770,5
z04271,s1771,6
z04272,s1772,7
z04273,s1773,8
z04274,s1774,9
z04275,s1775,1
z04276,s1776,2
z04277,s1777,3
z04278,s1778,4
z04279,s1779,5
z04280,s1780,6
z04281,s1781,7
z04282,s1782,8
z04283,s1783,9
z04284,nope,1
z04285,s1785,2
z04286,s1786,3
z04287,s1787,4
z04288,s1788,5
z04289,s1789,6
z04290,s1790,7
z04291,s1791,8
z04292,s1792,9
z04293,s1793,1
z04294,s1794,2
z04295,s1795,3
z04296,s1796,4
z04297,s1797,5
z04298,s1798,6
z04299,s1799,7
z04300,s1800,8
z04301,nope,9
z04302,s1802,1
z04303,s1803,2
z04304,s1804,3
z04305,s1805,4
z04306,s1806,5
z04307,s1807,6
z04308,s1808,7
z04309,s1809,8
z04310,s1810,9
z04311,s1811,1
z04312,s1812,2
z04313,s1813,3
z04314,s1814,4
z04315,s1815,5
z04316,s1816,6
z04317,s1817,7
z04318,nope,8
z04319,s1819,9
z04320,s1820,1
z04321,s1821,2
z04322,s1822,3
z04323,s1823,4
z04324,s1824,5
z04325,s1825,6
z04326,s1826,7
z04327,s1827,8
z04328,s1828,9
z04329,s1829,1
z04330,s1830,2
z04331,s1831,3
z04332,s1832,4
z04333,s1833,5
z04334,s1834,6
z04335,nope,7
z04336,s1836,8
z04337,s1837,9
z04338,s1838,1
z04339,s1839,2
z04340,s1840,3
z04341,s1841,4
z04342,s1842,5
z04343,s1843,6
z04344,s1844,7
z04345,s1845,8
z04346,s1846,9
z04347,s1847,1
z04348,s1848,2
z04349,s1849,3
z04350,s1850,4
z04351,s1851,5
z04352,nope,6
z04353,s1853,7
z04354,s1854,8
z04355,s1855,9
z04356,s1856,1
z04357,s1857,2
z04358,s1858,3
z04359,s1859,4
z04360,s1860,5
z04361,s1861,6
z04362,s1862,7
z04363,s1863,8
z04364,s1864,9
z04365,s1865,1
z04366,s1866,2
z04367,s1867,3
z04368,s1868,4
z04369,nope,5
z04370,s1870,6
z04371,s1871,7
z04372,s1872,8
z04373,s1873,9
z04374,s1874,1
z04375,s1875,2
z04376,s1876,3
z04377,s1877,4
z04378,s1878,5
z04379,s1879,6
z04380,s1880,7
z04381,s1881,8
z04382,s1882,9
z04383,s1883,1
z04384,s1884,2
z04385,s1885,3
z04386,nope,4
z04387,s1887,5
z04388,s1888,6
z04389,s1889,7
z04390,s1890,8
z04391,s1891,9
z04392,s1892,1
z04393,s1893,2
z04394,s1894,3
z04395,s1895,4
z04396,s1896,5
z04397,s1897,6
z04398,s1898,7
z04399,s1899,8
z04400,s1900,9
z04401,s1901,1
z04402,s1902,2
z04403,nope,3
z04404,s1904,4
z04405,s1905,5
z04406,s1906,6
z04407,s1907,7
z04408,s1908,8
z04409,s1909,9
z04410,s1910,1
z04411,s1911,2
z04412,s1912,3
z04413,s1913,4
z04414,s1914,5
z04415,s1915,6
z04416,s1916,7
z04417,s1917,8
z04418,s1918,9
z04419,s1919,1
z04420,nope,2
z04421,s1921,3
z04422,s1922,4
z04423,s1923,5
z04424,s1924,6
z04425,s1925,7
z04426,s1926,8
z04427,s1927,9
z04428,s1928,1
z04429,s1929,2
z04430,s1930,3
z04431,s1931,4
z04432,s1932,5
z04433,s1933,6
z04434,s1934,7
z04435,s1935,8
z04436,s1936,9
z04437,nope,1
z04438,s1938,2
z04439,s1939,3
z04440,s1940,4
z04441,s1941,5
z04442,s1942,6
z04443,s1943,7
z04444,s1944,8
z04445,s1945,9
z04446,s1946,1
z04447,s1947,2
z04448,s1948,3
z04449,s1949,4
z04450,s1950,5
z04451,s1951,6
z04452,s1952,7
z04453,s1953,8
z04454,nope,9
z04455,s1955,1
z04456,s1956,2
z04457,s1957,3
z04458,s1958,4
z04459,s1959,5
z04460,s1960,6
z04461,s1961,7
z04462,s1962,8
z04463,s1963,9
z04464,s1964,1
z04465,s1965,2
z04466,s1966,3
z04467,s1967,4
z04468,s1968,5
z04469,s1969,6
z04470,s1970,7
z04471,nope,8
z04472,s1972,9
z04473,s1973,1
z04474,s1974,2
z04475,s1975,3
z04476,s1976,4
z04477,s1977,5
z04478,s1978,6
z04479,s1979,7
z04480,s1980,8
z04481,s1981,9
z04482,s1982,1
z04483,s1983,2
z04484,s1984,3
z04485,s1985,4
z04486,s1986,5
z04487,s1987,6
z04488,nope,7
z04489,s1989,8
z04490,s1990,9
z04491,s1991,1
z04492,s1992,2
z04493,s1993,3
z04494,s1994,4
z04495,s1995,5
z04496,s1996,6
z04497,s1997,7
z04498,s1998,8
z04499,s1999,9
z04500,s2000,1
z04501,s2001,2
z04502,s2002,3
z04503,s2003,4
z04504,s2004,5
z04505,nope,6
z04506,s2006,7
z04507,s2007,8
z04508,s2008,9
z04509,s2009,1
z04510,s2010,2
z04511,s2011,3
z04512,s2012,4
z04513,s2013,5
z04514,s2014,6
z04515,s2015,7
z04516,s2016,8
z04517,s2017,9
z04518,s2018,1
z04519,s2019,2
z04520,s2020,3
z04521,s2021,4
z04522,nope,5
z04523,s2023,6
z04524,s2024,7
z04525,s2025,8
z04526,s2026,9
z04527,s2027,1
z04528,s2028,2
z04529,s2029,3
z04530,s2030,4
z04531,s2031,5
z04532,s2032,6
z04533,s2033,7
z04534,s2034,8
z04535,s2035,9
z04536,s2036,1
z04537,s2037,2
z04538,s2038,3
z04539,nope,4
z04540,s2040,5
z04541,s2041,6
z04542,s2042,7
z04543,s2043,8
z04544,s2044,9
z04545,s2045,1
z04546,s2046,2
z04547,s2047,3
z04548,s2048,4
z04549,s2049,5
z04550,s2050,6
z04551,s2051,7
z04552,s2052,8
z04553,s2053,9
z04554,s2054,1
z04555,s2055,2
z04556,nope,3
z04557,s2057,4
z04558,s2058,5
z04559,s2059,6
z04560,s2060,7
z04561,s2061,8
z04562,s2062,9
z04563,s2063,1
z04564,s2064,2
z04565,s2065,3
z04566,s2066,4
z04567,s2067,5
z04568,s2068,6
z04569,s2069,7
z04570,s2070,8
z04571,s2071,9
z04572,s2072,1
z04573,nope,2
z04574,s2074,3
z04575,s2075,4
z04576,s2076,5
z04577,s2077,6
z04578,s2078,7
z04579,s2079,8
z04580,s2080,9
z04581,s2081,1
z04582,s2082,2
z04583,s2083,3
z04584,s2084,4
z04585,s2085,5
z04586,s2086,6
z04587,s2087,7
z04588,s2088,8
z04589,s2089,9
z04590,nope,1
z04591,s2091,2
z04592,s2092,3
z04593,s2093,4
z04594,s2094,5
z04595,s2095,6
z04596,s2096,7
z04597,s2097,8
z04598,s2098,9
z04599,s2099,1
z04600,s2100,2
z04601,s2101,3
z04602,s2102,4
z04603,s2103,5
z04604,s2104,6
z04605,s2105,7
z04606,s2106,8
z04607,nope,9
z04608,s2108,1
z04609,s2109,2
z04610,s2110,3
z04611,s2111,4
z04612,s2112,5
z04613,s2113,6
z04614,s2114,7
z04615,s2115,8
z04616,s2116,9
z04617,s2117,1
z04618,s2118,2
z04619,s2119,3
z04620,s2120,4
z04621,s2121,5
z04622,s2122,6
z04623,s2123,7
z04624,nope,8
z04625,s2125,9
z04626,s2126,1
z04627,s2127,2
z04628,s2128,3
z04629,s2129,4
z04630,s2130,5
z04631,s2131,6
z04632,s2132,7
z04633,s2133,8
z04634,s2134,9
z04635,s2135,1
z04636,s2136,2
z04637,s2137,3
z04638,s2138,4
z04639,s2139,5
z04640,s2140,6
z04641,nope,7
z04642,s2142,8
z04643,s2143,9
z04644,s2144,1
z04645,s2145,2
z04646,s2146,3
z04647,s2147,4
z04648,s2148,5
z04649,s2149,6
z04650,s2150,7
z04651,s2151,8
z04652,s2152,9
z04653,s2153,1
z04654,s2154,2
z04655,s2155,3
z04656,s2156,4
z04657,s2157,5
z04658,nope,6
z04659,s2159,7
z04660,s2160,8
z04661,s2161,9
z04662,s2162,1
z04663,s2163,2
z04664,s2164,3
z04665,s2165,4
z04666,s2166,5
z04667,s2167,6
z04668,s2168,7
z04669,s2169,8
z04670,s2170,9
z04671,s2171,1
z04672,s2172,2
z04673,s2173,3
z04674,s2174,4
z04675,nope,5
z04676,s2176,6
z04677,s2177,7
z04678,s2178,8
z04679,s2179,9
z04680,s2180,1
z04681,s2181,2
z04682,s2182,3
z04683,s2183,4
z04684,s2184,5
z04685,s2185,6
z04686,s2186,7
z04687,s2187,8
z04688,s2188,9
z04689,s2189,1
z04690,s2190,2
z04691,s2191,3
z04692,nope,4
z04693,s2193,5
z04694,s2194,6
z04695,s2195,7
z04696,s2196,8
z04697,s2197,9
z04698,s2198,1
z04699,s2199,2
z04700,s2200,3
z04701,s2201,4
z04702,s2202,5
z04703,s2203,6
z04704,s2204,7
z04705,s2205,8
z04706,s2206,9
z04707,s2207,1
z04708,s2208,2
z04709,nope,3
z04710,s2210,4
z04711,s2211,5
z04712,s2212,6
z04713,s2213,7
z04714,s2214,8
z04715,s2215,9
z04716,s2216,1
z04717,s2217,2
z04718,s2218,3
z04719,s2219,4
z04720,s2220,5
z04721,s2221,6
z04722,s2222,7
z04723,s2223,8
z04724,s2224,9
z04725,s2225,1
z04726,nope,2
z04727,s2227,3
z04728,s2228,4
z04729,s2229,5
z04730,s2230,6
z04731,s2231,7
z04732,s2232,8
z04733,s2233,9
z04734,s2234,1
z04735,s2235,2
z04736,s2236,3
z04737,s2237,4
z04738,s2238,5
z04739,s2239,6
z04740,s2240,7
z04741,s2241,8
z04742,s2242,9
z04743,nope,1
z04744,s2244,2
z04745,s2245,3
z04746,s2246,4
z04747,s2247,5
z04748,s2248,6
z04749,s2249,7
z04750,s2250,8
z04751,s2251,9
z04752,s2252,1
z04753,s2253,2
z04754,s2254,3
z04755,s2255,4
z04756,s2256,5
z04757,s2257,6
z04758,s2258,7
z04759,s2259,8
z04760,nope,9
z04761,s2261,1
z04762,s2262,2
z04763,s2263,3
z04764,s2264,4
z04765,s2265,5
z04766,s2266,6
z04767,s2267,7
z04768,s2268,8
z04769,s2269,9
z04770,s2270,1
z04771,s2271,2
z04772,s2272,3
z04773,s2273,4
z04774,s2274,5
z04775,s2275,6
z04776,s2276,7
z04777,nope,8
z04778,s2278,9
z04779,s2279,1
z04780,s2280,2
z04781,s2281,3
z04782,s2282,4
z04783,s2283,5
z04784,s2284,6
z04785,s2285,7
z04786,s2286,8
z04787,s2287,9
z04788,s2288,1
z04789,s2289,2
z04790,s2290,3
z04791,s2291,4
z04792,s2292,5
z04793,s2293,6
z04794,nope,7
z04795,s2295,8
z04796,s2296,9
z04797,s2297,1
z04798,s2298,2
z04799,s2299,3
z04800,s2300,4
z04801,s2301,5
z04802,s2302,6
z04803,s2303,7
z04804,s2304,8
z04805,s2305,9
z04806,s2306,1
z04807,s2307,2
z04808,s2308,3
z04809,s2309,4
z04810,s2310,5
z04811,nope,6
z04812,s2312,7
z04813,s2313,8
z04814,s2314,9
z04815,s2315,1
z04816,s2316,2
z04817,s2317,3
z04818,s2318,4
z04819,s2319,5
z04820,s2320,6
z04821,s2321,7
z04822,s2322,8
z04823,s2323,9
z04824,s2324,1
z04825,s2325,2
z04826,s2326,3
z04827,s2327,4
z04828,nope,5
z04829,s2329,6
z04830,s2330,7
z04831,s2331,8
z04832,s2332,9
z04833,s2333,1
z04834,s2334,2
z04835,s2335,3
z04836,s2336,4
z04837,s2337,5
z04838,s2338,6
z04839,s2339,7
z04840,s2340,8
z04841,s2341,9
z04842,s2342,1
z04843,s2343,2
z04844,s2344,3
z04845,nope,4
z04846,s2346,5
z04847,s2347,6
z04848,s2348,7
z04849,s2349,8
z04850,s2350,9
z04851,s2351,1
z04852,s2352,2
z04853,s2353,3
z04854,s2354,4
z04855,s2355,5
z04856,s2356,6
z04857,s2357,7
z04858,s2358,8
z04859,s2359,9
z04860,s2360,1
z04861,s2361,2
z04862,nope,3
z04863,s2363,4
z04864,s2364,5
z04865,s2365,6
z04866,s2366,7
z04867,s2367,8
z04868,s2368,9
z04869,s2369,1
z04870,s2370,2
z04871,s2371,3
z04872,s2372,4
z04873,s2373,5
z04874,s2374,6
z04875,s2375,7
z04876,s2376,8
z04877,s2377,9
z04878,s2378,1
z04879,nope,2
z04880,s2380,3
z04881,s2381,4
z04882,s2382,5
z04883,s2383,6
z04884,s2384,7
z04885,s2385,8
z04886,s2386,9
z04887,s2387,1
z04888,s2388,2
z04889,s2389,3
z04890,s2390,4
z04891,s2391,5
z04892,s2392,6
z04893,s2393,7
z04894,s2394,8
z04895,s2395,9
z04896,nope,1
z04897,s2397,2
z04898,s2398,3
z04899,s2399,4
z04900,s2400,5
z04901,s2401,6
z04902,s2402,7
z04903,s2403,8
z04904,s2404,9
z04905,s2405,1
z04906,s2406,2
z04907,s2407,3
z04908,s2408,4
z04909,s2409,5
z04910,s2410,6
z04911,s2411,7
z04912,s2412,8
z04913,nope,9
z04914,s2414,1
z04915,s2415,2
z04916,s2416,3
z04917,s2417,4
z04918,s2418,5
z04919,s2419,6
z04920,s2420,7
z04921,s2421,8
z04922,s2422,9
z04923,s2423,1
z04924,s2424,2
z04925,s2425,3
z04926,s2426,4
z04927,s2427,5
z04928,s2428,6
z04929,s2429,7
z04930,nope,8
z04931,s2431,9
z04932,s2432,1
z04933,s2433,2
z04934,s2434,3
z04935,s2435,4
z04936,s2436,5
z04937,s2437,6
z04938,s2438,7
z04939,s2439,8
z04940,s2440,9
z04941,s2441,1
z04942,s2442,2
z04943,s2443,3
z04944,s2444,4
z04945,s2445,5
z04946,s2446,6
z04947,nope,7
z04948,s2448,8
z04949,s2449,9
z04950,s2450,1
z04951,s2451,2
z04952,s2452,3
z04953,s2453,4
z04954,s2454,5
z04955,s2455,6
z04956,s2456,7
z04957,s2457,8
z04958,s2458,9
z04959,s2459,1
z04960,s2460,2
z04961,s2461,3
z04962,s2462,4
z04963,s2463,5
z04964,nope,6
z04965,s2465,7
z04966,s2466,8
z04967,s2467,9
z04968,s2468,1
z04969,s2469,2
z04970,s2470,3
z04971,s2471,4
z04972,s2472,5
z04973,s2473,6
z04974,s2474,7
z04975,s2475,8
z04976,s2476,9
z04977,s2477,1
z04978,s2478,2
z04979,s2479,3
z04980,s2480,4
z04981,nope,5
z04982,s2482,6
z04983,s2483,7
z04984,s2484,8
z04985,s2485,9
z04986,s2486,1
z04987,s2487,2
z04988,s2488,3
z04989,s2489,4
z04990,s2490,5
z04991,s2491,6
z04992,s2492,7
z04993,s2493,8
z04994,s2494,9
z04995,s2495,1
z04996,s2496,2
z04997,s2497,3
z04998,nope,4
z04999,s2499,5
